rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
90,Fishing Superstars,299047,10.0 M,4.25,0.0,0.0,0.0,GAME SPORTS,194652,46827,22049,7233,28284,False
47,My Town : Fashion Show,83307,10.0 M,4.22,1.8,4.5,0.0,GAME EDUCATIONAL,59048,7047,4001,3195,10013,False
46,Garden of Words - Word game,299625,10.0 M,4.19,0.9,2.3,0.0,GAME WORD,173068,66611,26294,10773,22876,False
60,Vector 2,783346,50.0 M,4.21,0.4,0.8,0.0,GAME ARCADE,532777,79244,56302,30912,84108,False
53,Ghost Town Adventures: Mystery Riddles Game,320368,10.0 M,4.17,0.2,0.3,0.0,GAME ADVENTURE,205171,43727,24752,13226,33490,False
50,Turbo Driving Racing 3D,644259,50.0 M,4.18,0.6,1.2,0.0,GAME RACING,449266,51978,36555,22686,83771,False
77,Ludo All Star - Play Online Ludo Game & Board Game,133033,10.0 M,4.3,1.4,2.9,0.0,GAME BOARD,97866,9935,6656,4095,14479,False
28,윈드러너,1580856,10.0 M,3.95,0.0,0.0,0.0,GAME ARCADE,944862,181766,136424,69131,248670,False
17,LINE Let's Get Rich,3980631,50.0 M,4.03,0.1,0.1,0.0,GAME CASUAL,2565110,391807,250411,132185,641116,False
72,Taxi Game,501264,50.0 M,3.44,0.0,0.0,0.0,GAME SIMULATION,248598,40017,38768,33163,140716,False
92,Little Panda’s Space Kitchen - Kids Cooking,50320,10.0 M,4.2,4130.4,8.1,0.0,GAME EDUCATIONAL,36062,3285,2489,1961,6521,False
61,Memory Games: Brain Training,72914,5.0 M,4.22,0.3,0.7,0.0,GAME EDUCATIONAL,43203,15449,6521,2386,5352,False
64,Hide Online - Hunters vs Props,1268708,50.0 M,4.48,1.1,2.9,0.0,GAME ACTION,975386,121614,58603,26064,87039,False
33,Paradise Island,976973,10.0 M,4.29,0.0,0.0,0.0,GAME SIMULATION,631649,161085,82640,34408,67189,False
55,Hot Shot Casino Free Slots Games: Real Vegas Slots,203456,5.0 M,4.45,0.2,0.5,0.0,GAME CASINO,147321,26969,13889,3751,11524,False
70,회색도시 for Kakao,255190,1.0 M,4.42,0.0,0.0,0.0,GAME ADVENTURE,160537,59045,24428,4079,7099,False
90,Guild of Heroes: Magic RPG | Wizard game,316634,5.0 M,4.46,0.9,2.0,0.0,GAME ROLE PLAYING,244928,27864,12327,7458,24054,False
89,Cars Logo Quiz HD,49656,5.0 M,4.14,0.1,0.4,0.0,GAME TRIVIA,31207,6779,4389,2139,5139,False
93,Solitaire,98416,10.0 M,4.18,0.5,1.0,0.0,GAME CARD,82855,7921,2670,1141,3146,False
2,FIFA Soccer,7280320,100.0 M,4.2,1.1,2.2,0.0,GAME SPORTS,4948104,836607,388832,190712,916062,False
74,Descarte,126103,5.0 M,4.28,0.3,0.6,0.0,GAME CARD,82726,19790,9530,3686,10369,False
80,Slots Vacation - FREE Slots,125267,5.0 M,4.42,0.2,0.3,0.0,GAME CASINO,91547,14749,7199,3289,8479,False
79,Troll Face Quest: Video Memes - Brain Game,484312,10.0 M,4.21,0.2,0.4,0.0,GAME PUZZLE,336258,44030,31086,16592,56344,False
1,Hill Climb Racing,10109437,500.0 M,4.26,0.3,0.8,0.0,GAME RACING,7120594,973822,598377,328394,1088246,False
83,TopQuiz -Play Quiz & Lottery | Win Money via Paytm,55050,1.0 M,3.2,0.1,0.4,0.0,GAME TRIVIA,24578,4760,2971,2454,20284,False
100,Sweet Baby Girl Daycare,48699,10.0 M,4.16,0.1,0.2,0.0,GAME EDUCATIONAL,33325,3995,3406,1638,6333,False
13,كلمات متقاطعة,770867,10.0 M,4.64,0.4,0.8,0.0,GAME WORD,640995,56751,31968,10602,30549,False
82,Traffic Tour,336321,10.0 M,4.04,2.1,4.1,0.0,GAME RACING,221961,27883,19822,12349,54303,False
87,FPS Commando Secret Mission - Free Shooting Games,208707,100.0 M,4.08,9.4,24.3,0.0,GAME ADVENTURE,140853,15894,11192,9186,31580,False
35,Can You Escape,975342,10.0 M,4.34,0.0,0.0,0.0,GAME PUZZLE,611953,208644,82458,17866,54419,False
15,Caesars Casino: Casino & Slots For Free,605951,10.0 M,4.26,0.9,1.4,0.0,GAME CASINO,415148,72947,38437,19398,60018,False
47,Racing in Car 2,685354,100.0 M,4.05,2.6,5.5,0.0,GAME RACING,448291,58793,43441,30971,103855,False
82,BlackJack 21 - Online Blackjack multiplayer casino,113155,5.0 M,4.39,0.2,0.4,0.0,GAME CARD,84000,12556,4172,2046,10380,False
99,Spin Day - Win Real Money,94585,1.0 M,3.51,0.1,0.2,0.0,GAME CASINO,48360,8091,7458,4906,25768,False
5,Animal Jam,515555,10.0 M,4.13,0.4,0.9,0.0,GAME EDUCATIONAL,328964,67727,36670,19022,63170,False
70,Ice Queen's Beauty SPA Salon,62200,5.0 M,4.11,202.9,0.0,0.0,GAME EDUCATIONAL,40010,6526,5667,2778,7216,False
11,Dream League Soccer 2021,2637735,50.0 M,4.36,6.8,15.0,0.0,GAME SPORTS,1902637,289281,154916,70061,220839,False
43,Burger,943921,50.0 M,4.4,0.1,0.2,0.0,GAME CASUAL,690404,101286,60344,21720,70165,False
72,Cổng game ZingPlay - Game bài - Game cờ - Tiến lên,138603,10.0 M,3.95,1.3,2.9,0.0,GAME CASINO,93435,7709,4657,2652,30147,False
15,Choices: Stories You Play,1378733,10.0 M,4.35,0.3,0.6,0.0,GAME SIMULATION,920352,243322,83648,39032,92376,False
89,Bubble Shooter,481652,100.0 M,4.32,0.7,1.5,0.0,GAME CASUAL,335314,60059,31369,14339,40569,False
47,Ultimate Soccer - Football,730505,50.0 M,3.86,0.3,0.6,0.0,GAME SPORTS,434487,68636,55186,33165,139028,False
43,Monster Warlord,434987,10.0 M,4.16,0.0,0.0,0.0,GAME ADVENTURE,282326,58228,28844,13307,52280,False
80,High School Simulator 2018,447068,10.0 M,4.19,2.9,6.1,0.0,GAME SIMULATION,304413,47096,26159,15157,54241,False
38,Top Speed: Drag & Fast Racing,840949,10.0 M,4.56,0.5,1.2,0.0,GAME RACING,675964,70308,30882,13917,49876,False
4,Toy Blast,2902462,50.0 M,4.59,0.6,1.4,0.0,GAME PUZZLE,2247369,364429,146159,43313,101190,False
83,Chess for Android,109101,10.0 M,4.19,0.0,0.1,0.0,GAME BOARD,72389,12983,8377,3143,12207,False
81,Idle Sightseeing Train - Game of Train Transport,527049,1.0 M,4.19,1453.5,0.0,0.0,GAME CASUAL,332843,78343,48456,16871,50534,False
37,Millionaire 2021 - Free Trivia Quiz Offline Game,147783,10.0 M,4.35,10.2,25.9,0.0,GAME TRIVIA,103615,20001,7829,4233,12102,False
52,Bubble Shooter,857288,100.0 M,4.38,1.4,2.7,0.0,GAME CASUAL,604830,114918,54305,22889,60343,False
56,Gymnastics Superstar - Spin your way to gold!,465589,50.0 M,4.21,0.4,0.9,0.0,GAME ROLE PLAYING,316930,50467,30028,16670,51492,False
33,"Knives Out-No rules, just fight!",526011,10.0 M,3.39,0.5,1.0,0.0,GAME ADVENTURE,260354,40125,34962,24636,165933,False
24,Game of Warriors,1084405,10.0 M,4.55,0.9,2.0,0.0,GAME STRATEGY,852981,104436,53688,19301,53997,False
100,Solitaire,90029,5.0 M,4.75,11.8,27.5,0.0,GAME CARD,78790,5954,1902,956,2425,False
81,Wrestling Revolution,365249,10.0 M,4.11,0.4,0.9,0.0,GAME SPORTS,240422,38724,23169,13138,49794,False
72,Quiz - Offline Games,60836,5.0 M,4.24,3.2,7.3,0.0,GAME TRIVIA,38247,10607,5338,1868,4774,False
32,Block City Wars: Pixel Shooter with Battle Royale,992624,10.0 M,4.06,0.2,0.5,0.0,GAME SIMULATION,632974,109571,69100,37585,143392,False
69,Anger of stick 5 : zombie,1201003,100.0 M,4.34,1.8,3.8,0.0,GAME ACTION,888793,100798,60028,34751,116630,False
87,Toy Truck Rally 3D,309726,50.0 M,4.35,0.0,0.1,0.0,GAME RACING,229611,23950,20203,7653,28306,False
9,Quiz: Logo game,421132,10.0 M,4.24,0.2,0.6,0.0,GAME TRIVIA,262328,75120,37275,15539,30868,False
44,Ingress Prime,426482,10.0 M,3.36,0.3,0.7,0.0,GAME ADVENTURE,188123,53049,33512,26380,125415,False
32,Mobile Legends: Adventure,606800,10.0 M,4.57,2.8,6.2,0.0,GAME ROLE PLAYING,482059,64562,19124,8204,32848,False
82,PianoTiles 3,47537,5.0 M,3.75,3.7,9.6,0.0,GAME MUSIC,26346,5156,3451,2760,9820,False
65,Drive for Speed: Simulator,460722,100.0 M,4.3,1.7,4.1,0.0,GAME RACING,336699,37855,23690,13194,49280,False
39,Indian Rummy - Play Rummy Game Online,237290,10.0 M,4.12,0.5,1.0,0.0,GAME CARD,154997,28244,14716,7348,31983,False
67,Stupid Zombies,680833,50.0 M,4.19,0.8,1.6,0.0,GAME ARCADE,452995,76508,50755,25712,74859,False
22,Full House Casino - Free Vegas Slots Machine Games,454806,5.0 M,4.56,0.0,0.0,0.0,GAME CASINO,367099,33299,22236,6989,25181,False
80,Disney Emoji Blitz,482724,10.0 M,4.3,0.8,1.5,0.0,GAME PUZZLE,319307,77522,33484,16154,36254,False
46,Dr. Driving 2,686110,50.0 M,4.25,0.7,1.3,0.0,GAME RACING,473468,73783,45676,23297,69883,False
32,Punch Boxing 3D,1041360,50.0 M,4.3,0.1,0.3,0.0,GAME SPORTS,726536,116882,76533,27655,93752,False
87,Slots: Fast Fortune Free Casino Slots with Bonus,102930,1.0 M,4.77,1.1,2.6,0.0,GAME BOARD,92461,4295,2027,929,3216,False
87,Kiss Kiss: Spin the Bottle for Chatting & Fun,495203,10.0 M,4.29,6.1,14.8,0.0,GAME CASUAL,385434,18363,10571,9044,71789,False
70,Basketball Battle,441765,10.0 M,4.39,0.3,0.8,0.0,GAME SPORTS,317978,53279,27059,12110,31336,False
77,Snake VS Block,571894,50.0 M,4.01,0.1,0.3,0.0,GAME ARCADE,324049,96083,55078,27180,69501,False
20,GT Racing 2: The Real Car Exp,1764361,10.0 M,4.37,0.1,0.2,0.0,GAME RACING,1283424,195505,91634,42138,151657,False
30,Jellipop Match-Decorate your dream island！,1037775,10.0 M,4.43,0.0,0.0,0.0,GAME PUZZLE,748309,135461,64518,25985,63499,False
24,Swordigo,720821,10.0 M,4.6,0.5,1.1,0.0,GAME ADVENTURE,592379,55914,24658,10735,37133,False
14,Solitaire,497732,50.0 M,4.65,1.1,2.6,0.0,GAME CARD,432066,90340,39912,15917,69906,False
18,세븐나이츠,940192,10.0 M,3.74,0.1,0.2,0.0,GAME ROLE PLAYING,530178,88429,76918,38609,206056,False
16,Little Panda's Restaurant,166562,50.0 M,4.35,2.7,6.0,0.0,GAME EDUCATIONAL,126840,10536,6749,5238,17196,False
16,Crossy Road,4456347,100.0 M,4.54,0.1,0.2,0.0,GAME ACTION,3378135,575185,232942,67203,202879,False
52,Knife Hit,930780,100.0 M,4.29,1.4,2.6,0.0,GAME ARCADE,661142,90062,59535,31155,88884,False
54,Free Slot Machines with Bonus Games!,206215,5.0 M,4.82,0.3,0.6,0.0,GAME CASINO,188876,7861,3876,1265,4334,False
53,BanG Dream! Girls Band Party!,97862,1.0 M,4.57,2.1,3.5,0.0,GAME MUSIC,77442,10054,3814,1797,4752,False
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0.0,GAME WORD,423778,51882,16591,5124,15163,False
55,Let's Create! Pottery Lite,773004,10.0 M,4.23,0.3,0.6,0.0,GAME CASUAL,526515,85256,54547,29018,77666,False
7,Rock Hero,639715,50.0 M,4.22,0.0,0.1,0.0,GAME MUSIC,417024,83532,63936,16283,58937,False
23,Baby Panda's School Bus - Let's Drive!,140760,10.0 M,4.32,4.6,11.1,0.0,GAME EDUCATIONAL,106728,8162,5557,4901,15410,False
38,バンドリ！ ガールズバンドパーティ！,126028,1.0 M,4.37,0.8,1.3,0.0,GAME MUSIC,88931,16859,7224,3347,9665,False
6,Pyramid Solitaire Saga,1066484,10.0 M,4.57,0.1,0.3,0.0,GAME CARD,790349,173398,53929,15278,33527,False
80,BlockStarPlanet,229193,10.0 M,3.97,0.6,1.7,0.0,GAME ADVENTURE,138146,29200,15234,9094,37516,False
87,Words Crush: Hidden Themes!,137143,1.0 M,4.53,0.0,0.0,0.0,GAME WORD,90806,33063,10249,1357,1666,False
23,Guitar Band Battle,235158,10.0 M,4.14,0.7,1.6,0.0,GAME MUSIC,146292,36227,18243,8414,25980,False
15,Soccer Stars,2221308,50.0 M,4.24,0.5,1.2,0.0,GAME SPORTS,1567726,211399,117803,62077,262301,False
30,A4 Wheel of fortune,159354,5.0 M,4.42,1.7,4.1,0.0,GAME TRIVIA,126217,9400,4545,2671,16518,False
29,Big Time Cash. Make Money Free,393075,10.0 M,4.28,1.4,3.1,0.0,GAME CASINO,269406,48602,28089,10022,36953,False
3,Toon Blast,3160720,50.0 M,4.63,0.9,2.0,0.0,GAME PUZZLE,2489112,387144,150699,39765,93998,False
24,My Town : Police Station. Policeman Game for Kids,136091,10.0 M,4.12,2.9,6.6,0.0,GAME EDUCATIONAL,93045,10292,7361,6377,19014,False
39,The Walking Dead No Man's Land,789938,10.0 M,4.53,0.4,0.8,0.0,GAME STRATEGY,578310,128210,38993,12648,31775,False
58,Subway Princess Runner,785744,100.0 M,4.13,5.3,12.1,0.0,GAME ARCADE,536913,64388,44758,31691,107992,False
22,Kritika: The White Knights,879717,10.0 M,4.31,0.0,0.1,0.0,GAME ROLE PLAYING,614942,107557,53384,23680,80151,False
76,Rock N' Cash Casino Slots -Free Vegas Slot Games,133125,1.0 M,4.53,3.2,7.7,0.0,GAME CASINO,98052,19039,8788,2448,4797,False
25,PokerStars: Free Poker Games with Texas Holdem,337359,10.0 M,4.08,0.2,0.3,0.0,GAME CARD,226350,33959,12165,8180,56702,False
100,NARUTO X BORUTO NINJA VOLTAGE,776957,10.0 M,4.11,2.5,5.2,0.0,GAME ACTION,521328,70548,45060,25717,114300,False
24,My Home - Design Dreams,2108014,100.0 M,4.36,1.3,3.0,0.0,GAME CASUAL,1472413,289634,137654,57338,150972,False
77,WWE Champions 2021,371124,10.0 M,3.79,0.4,0.7,0.0,GAME ROLE PLAYING,212711,37580,26435,17177,77218,False
6,House of Fun: Free Casino Slots & Casino Games,1395163,10.0 M,4.53,0.6,1.4,0.0,GAME CASINO,1051216,176597,80629,28236,58482,False
53,Palabras Cruz,261311,10.0 M,4.6,0.7,1.5,0.0,GAME WORD,213985,20573,8884,4182,13685,False
98,Rescue Cut - Rope Puzzle,389234,100.0 M,4.14,3.4,8.0,0.0,GAME PUZZLE,263993,33364,23832,16687,51355,False
81,Dubai Drift 2,337427,10.0 M,4.31,1222.4,0.1,0.0,GAME RACING,252837,22770,15576,7353,38887,False
14,ضربة معلم - لعبة الغاز مسلية,1654125,10.0 M,4.61,1.7,3.5,0.0,GAME PUZZLE,1378829,98456,66575,30993,79269,False
13,The Walking Dead: Season One,1276224,10.0 M,4.46,0.1,0.3,0.0,GAME ADVENTURE,990679,103781,57414,27458,96889,False
80,Questland: Turn Based RPG,364362,1.0 M,4.76,2.6,5.6,0.0,GAME ROLE PLAYING,316322,29431,7695,2818,8094,False
94,Word Swipe,125948,10.0 M,4.68,0.7,2.0,0.0,GAME WORD,106443,9312,3766,1648,4776,False
29,Slots: VIP Deluxe Slot Machines Free - Vegas Slots,393231,5.0 M,4.79,0.9,1.7,0.0,GAME BOARD,356432,16830,6506,2768,10693,False
30,Mahjong Epic,389981,5.0 M,4.62,0.2,0.4,0.0,GAME BOARD,277481,88066,17967,2328,4137,False
86,Mini Piano,45012,5.0 M,3.53,0.0,0.0,0.0,GAME MUSIC,22296,4339,4409,2816,11148,False
1,Clash of Clans,55170976,500.0 M,4.49,0.3,0.6,0.0,GAME STRATEGY,42736445,5397273,2285363,978099,3773793,False
7,Mandala Coloring Pages,331474,50.0 M,4.19,0.5,1.1,0.0,GAME EDUCATIONAL,222142,37937,21468,13408,36517,False
28,ARK: Survival Evolved,617412,10.0 M,4.0,3.0,6.9,0.0,GAME ADVENTURE,386395,66048,42074,23449,99444,False
99,Quiz Planet,43189,1.0 M,4.0,2.3,5.3,0.0,GAME TRIVIA,22911,8960,4574,1851,4891,False
32,Bloons TD Battles,890792,10.0 M,4.29,0.5,1.0,0.0,GAME STRATEGY,613200,115694,52744,22637,86515,False
70,House Paint,526009,50.0 M,4.18,0.4,0.9,0.0,GAME PUZZLE,336745,70234,45347,23697,49983,False
34,International Fashion Stylist - Dress Up Studio,601033,10.0 M,4.4,3.0,6.1,0.0,GAME ROLE PLAYING,434223,73495,35647,15379,42287,False
6,4 Pics 1 Word,1172061,50.0 M,4.49,0.4,0.7,0.0,GAME WORD,822765,214414,70684,18945,45250,False
16,Roll the Ball® - slide puzzle,1558523,100.0 M,4.22,0.1,0.2,0.0,GAME PUZZLE,994549,244162,125733,50015,144061,False
12,فطحل العرب - لعبة معلومات عامة,377359,5.0 M,4.64,0.3,0.7,0.0,GAME TRIVIA,308562,33358,17253,4965,13217,False
88,SLOTS - Black Diamond Casino,107239,1.0 M,4.47,0.1,0.3,0.0,GAME CASINO,79670,14806,3721,2015,7024,False
18,Flow Free,1443492,100.0 M,4.37,0.4,0.9,0.0,GAME PUZZLE,1015017,193879,90394,40346,103853,False
39,Airport City,872791,10.0 M,3.97,0.6,1.0,0.0,GAME SIMULATION,495658,136337,78707,40476,121610,False
100,Solitaire,90029,5.0 M,4.75,11.8,27.5,0.0,GAME CARD,65524,11878,5610,4452,10950,False
94,Friendzoned,181950,1.0 M,4.7,2.3,4.8,0.0,GAME ADVENTURE,147853,22052,7044,1945,3053,False
1,Tiles Hop: EDM Rush!,2280709,100.0 M,4.31,4.0,9.3,0.0,GAME MUSIC,1657744,206783,119112,70162,226906,False
9,Star Wars™: Galaxy of Heroes,1700340,50.0 M,4.18,0.4,1.1,0.0,GAME ROLE PLAYING,1079702,270308,108815,55357,186157,False
76,Find The Differences - The Detective,491227,50.0 M,4.05,0.0,0.0,0.0,GAME PUZZLE,324961,38052,31538,22686,73987,False
27,Craftsman: Building Craft,1031506,50.0 M,4.21,11.5,27.3,0.0,GAME SIMULATION,714827,102088,55524,32247,126818,False
31,"House Flipper: Home Design, Interior Makeover Game",999265,10.0 M,4.63,11.7,44.7,0.0,GAME SIMULATION,769360,150116,44200,11560,24026,False
74,Stickman Dismounting,479602,10.0 M,4.25,0.3,0.7,0.0,GAME SIMULATION,320822,62713,35119,15528,45418,False
18,Growtopia,1006633,10.0 M,3.55,0.8,1.2,0.0,GAME ADVENTURE,535514,74798,73000,51802,271516,False
80,Age of Z Origins,339517,10.0 M,4.3,2.5,5.8,0.0,GAME STRATEGY,230341,48047,23291,8430,29406,False
72,Homerun Battle 2,413700,5.0 M,4.68,0.0,0.0,0.0,GAME SPORTS,344230,38750,12150,3650,14920,False
26,Backgammon Plus,465371,5.0 M,3.57,0.1,0.3,0.0,GAME BOARD,272186,23114,15782,8430,145857,False
4,Hay Day,11955303,100.0 M,4.41,0.2,0.5,0.0,GAME CASUAL,8872129,1242739,602283,298057,940093,False
44,BitLife - Life Simulator,817146,10.0 M,4.05,1.6,3.6,0.0,GAME SIMULATION,467935,143562,74783,36617,94246,False
28,Dumb Ways to Die 2: The Games,1779823,100.0 M,4.32,0.1,0.2,0.0,GAME CASUAL,1265899,194458,107736,45362,166366,False
42,لعبة كلمة السر,327215,10.0 M,4.7,0.0,0.1,0.0,GAME WORD,284850,15583,10218,3356,13205,False
66,Drive and Park,603782,50.0 M,4.34,0.1,0.4,0.0,GAME SIMULATION,422761,71251,45132,18764,45872,False
97,Okey Extra,93219,1.0 M,4.66,0.6,1.3,0.0,GAME BOARD,82594,2693,1212,646,6072,False
1,Toca Kitchen 2,1513301,100.0 M,4.18,1.0,2.2,0.0,GAME EDUCATIONAL,1014871,167033,100228,57066,174100,False
10,Carrom Pool: Disc Game,2839251,100.0 M,4.2,1.9,3.8,0.0,GAME SPORTS,1949415,292373,166477,89363,341621,False
78,Angry Gran Run - Running Game,1035927,50.0 M,4.41,0.1,0.2,0.0,GAME ACTION,771626,98475,60893,24031,80898,False
4,Brawl Stars,17181659,100.0 M,4.27,4.1,6.6,0.0,GAME ACTION,12493668,1474319,741410,383478,2088781,False
45,Galaxy Legend - Cosmic Conquest Sci-Fi Game,514153,10.0 M,4.02,0.0,0.0,0.0,GAME ROLE PLAYING,317140,65184,37777,15167,78882,False
54,Words With Friends 2 - Board Games & Word Puzzles,254953,10.0 M,3.91,0.0,0.0,0.0,GAME WORD,135868,46192,21311,16133,35446,False
44,METAL SLUG DEFENSE,695798,10.0 M,4.04,328.4,0.1,0.0,GAME STRATEGY,435845,80475,54242,22828,102405,False
87,BBTAN by 111%,476489,10.0 M,4.33,0.0,0.1,0.0,GAME ARCADE,330135,64298,32019,11508,38527,False
64,"Stupid test: moron test, idiotest. IQ bored games",75630,1.0 M,4.02,0.5,1.6,0.0,GAME TRIVIA,47271,8850,4946,2562,11999,False
59,Snow Cone Maker - Frozen Foods,75151,10.0 M,4.31,0.1,0.1,0.0,GAME EDUCATIONAL,54461,6396,4837,1809,7646,False
48,Kingdom Rush - Tower Defense Game,600649,10.0 M,4.68,1.5,3.5,0.0,GAME STRATEGY,483726,78106,19233,5587,13993,False
17,LINE BROWN FARM,1359519,10.0 M,4.34,0.1,0.3,0.0,GAME SIMULATION,890317,241086,115756,30238,82120,False
9,BADLAND,1582368,10.0 M,4.51,0.1,0.2,0.0,GAME ADVENTURE,1212289,175725,73532,29091,91730,False
39,Mystery Manor: hidden objects,479435,10.0 M,4.58,2.7,5.9,0.0,GAME ADVENTURE,343892,101188,16455,5893,12005,False
98,Slendrina:The Cellar (Free),443280,10.0 M,4.15,0.6,1.3,0.0,GAME ARCADE,305278,36305,24626,15697,61371,False
82,Chess Online - Duel friends online!,109878,5.0 M,4.39,6.1,11.5,0.0,GAME BOARD,74315,19208,7772,2103,6478,False
75,Empire Z: Endless War,366285,5.0 M,3.87,0.2,0.3,0.0,GAME STRATEGY,198660,55748,35476,18456,57943,False
84,Battlelands Royale,987047,10.0 M,4.03,0.4,1.1,0.0,GAME ACTION,609541,123211,73097,39214,141981,False
44,Backgammon - Narde,259355,10.0 M,4.38,1.4,2.8,0.0,GAME BOARD,197295,23514,6517,4181,27845,False
91,Ball Blast,461521,10.0 M,4.25,1.2,2.5,0.0,GAME ARCADE,312383,61234,27577,13638,46687,False
89,3D Maze / Labyrinth,195093,10.0 M,3.55,0.2,0.6,0.0,GAME ADVENTURE,98565,18794,18944,9746,49042,False
94,Slugterra: Slug it Out 2,429950,10.0 M,4.58,5.1,8.6,0.0,GAME PUZZLE,351496,32467,14410,7036,24539,False
53,Dawn of Titans: War Strategy RPG,523682,5.0 M,4.14,0.2,0.5,0.0,GAME STRATEGY,341402,71472,26037,12608,72162,False
81,BeatEVO YG,50085,1.0 M,3.39,0.0,0.1,0.0,GAME MUSIC,22571,4851,4981,4751,12928,False
41,Ninja Arashi,463875,10.0 M,4.5,1.6,3.3,0.0,GAME ADVENTURE,358740,46434,20075,9268,29354,False
35,BMX Boy,892092,50.0 M,4.32,0.2,0.4,0.0,GAME RACING,654219,73463,50827,24924,88657,False
26,Bus Simulator : Ultimate,1091964,50.0 M,4.26,4.1,11.0,0.0,GAME SIMULATION,768323,113034,57837,32237,120530,False
25,ปริศนาฟ้าแลบ,172520,10.0 M,4.37,0.0,0.0,0.0,GAME TRIVIA,119533,23397,13321,6441,9826,False
42,CarX Highway Racing,727876,10.0 M,4.61,3.9,9.4,0.0,GAME RACING,568485,98942,22775,9282,28390,False
64,ONE PIECE トレジャークルーズ,419401,1.0 M,4.25,0.1,0.4,0.0,GAME ROLE PLAYING,238298,95746,55750,10819,18786,False
44,Genius Quiz - Smart Brain Trivia Game,115029,5.0 M,4.37,0.0,0.0,0.0,GAME TRIVIA,83966,12370,6360,2170,10160,False
69,LokiCraft,612880,50.0 M,4.11,9.8,23.2,0.0,GAME ARCADE,412006,57421,32365,20471,90613,False
29,3D Bowling,1167800,100.0 M,4.45,0.1,0.3,0.0,GAME SPORTS,848656,152103,74299,24350,68389,False
50,Dead Ahead: Zombie Warfare,562932,5.0 M,4.44,0.4,1.1,0.0,GAME STRATEGY,386210,103781,34264,12605,26070,False
51,Transformers: RobotsInDisguise,324834,10.0 M,4.27,0.2,0.5,0.0,GAME ADVENTURE,237449,24504,15570,9174,38135,False
32,Animation Throwdown: The Collectible Card Game,528493,10.0 M,4.44,0.3,0.7,0.0,GAME ADVENTURE,369221,92285,27535,11146,28304,False
57,Bingo Tycoon,189667,10.0 M,4.17,0.0,0.0,0.0,GAME CASINO,127862,19866,11819,6229,23889,False
72,Ludo,143869,50.0 M,4.28,4.7,9.9,0.0,GAME BOARD,101786,14166,8502,4669,14744,False
59,Masha and the Bear Child Games,308061,50.0 M,4.2,0.4,0.7,0.0,GAME ADVENTURE,217484,24614,16712,9290,39958,False
62,Love Nikki-Dress UP Queen,427450,10.0 M,4.11,0.6,1.6,0.0,GAME ROLE PLAYING,270588,60255,26791,14584,55230,False
64,Reversi Free,175383,5.0 M,4.39,0.1,0.2,0.0,GAME BOARD,114173,37441,11074,3328,9365,False
71,Shooting King,418362,10.0 M,4.33,0.2,0.4,0.0,GAME SPORTS,258225,87918,43360,10460,18396,False
43,FRONTLINE COMMANDO: D-DAY,1973715,10.0 M,3.9,0.3,0.6,0.0,GAME ACTION,1282907,125753,81759,55822,427472,False
96,Mini Football - Mobile Soccer,270027,10.0 M,4.22,7.3,19.2,0.0,GAME SPORTS,179241,36655,16433,8350,29346,False
