name,ID,SEX,ALIVE,COMPANY,ALIGN
Fastbak (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Jason Burr (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Reginald Fortean (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mei Ling (New Earth),Public Identity,Female Characters,Living Characters,DC,Neutral Characters
Arkkis Chummuck (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Penelops (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Mnemosyne (New Earth),Public Identity,Female Characters,Living Characters,DC,Neutral Characters
Mikola Rostov (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Hyperion (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Eddore (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Vanessa van Helsing (New Earth),Public Identity,Female Characters,Living Characters,DC,Neutral Characters
Jock Verner (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
James Lockhart (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Trouble (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Benito Serrano (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Zuzha Yu (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
"Louis Sadler, Jr. (Earth-616)",Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Peter Seyfert (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Jolen (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Christopher Seyfert (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Francis Klum (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Oubliette Midas (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Hiro Takachiho (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Duane Freeman (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Baymax (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Fang (Replacement) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Ryder (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Giuletta Nefaria (Masque) (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Semiramis (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Medea (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Cathy Webster (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Ero (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Mister Lao (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Irani Rael (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Eric Gitter (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Eliphas (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Pat Mahoney (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Daniel Rose (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
William Waring (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Winston Churchill (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Joseph Timms (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Albert Malik (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Cliff Mason (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Randy Clayton (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Rawhide Kid (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Pamela Hawley (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Leonardo da Vinci (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Xandu (Sorcerer) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
James Bennett (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Kinji Obatu (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Wicked (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Hector (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Amparo Cardenas (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Yurrd (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Anjeli Singh (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Sandra Kincaid (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Slobo (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Boone (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
George Sloan (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Grayven (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
James Tilton (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Kindred Marx (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Nina Skorzeny (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Philbert Hoskins (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Ebenezer Batson (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Chase Lawler (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Forager III (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Miri Riam (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Crazy Shy Lolita Canary (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Anton Vanko (Whiplash) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jacob Oh (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Matthew Risman (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
William Cobb III (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Ol-Sahm (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Br\u00fcn (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Doug Johnson III (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Ms. Lion (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Tyrannix the Abominoid (Legion Personality) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Fadir Nasser (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Jack Latham (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Nicholas Gage (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Thomas Trigger (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Jack T. Chance (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Deathwing (Team Titans),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Eve (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Dmitri Mishkin (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Iapetus (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
J.A.K.E. I (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Itty (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Atlas (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Garrett Sanford (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Lady Liberty I (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Good Characters
Bess Lynn (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Good Characters
Qwsp (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Achilles (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Stormy Foster (Earth-X),Secret Identity,Male Characters,Living Characters,DC,Good Characters
"Richard Grey, Jr. (New Earth)",Secret Identity,Male Characters,Living Characters,DC,Good Characters
Harry Hokum (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Nightfall (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
David Knight (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Edward Wolfson (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Hans Leckter (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Lord Havok (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Tobias Manning (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Tracer (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Hector Enriquez (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Katharine Ferbel (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Vincent Edge (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Jeremy Wakefield (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Merc (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Serafina Arkadin (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Valerie Beaudry (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Briscoe (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Kim Liang (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Zviad Baazovi (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Artin (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Maxwell Jordan (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Philip Sterns (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Thomas Sorenson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
At-Lass (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Andrew Jackson (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Whiteout (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Nikolaus Geist (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Fabian Marechal-Julbin (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Nigel Frobisher (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Cecilia Cardinale (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Ariana Saddiqi (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Louis Hamilton (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jeff Hagees (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gilpetperdon (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Gregor (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Emrys Killebrew (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Veronica Benning (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Roberto da Costa (Reignfire) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Katu Kath (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Phillipe Bazin (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Isaac Javitz (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jamie Flores (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Gawain (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Emma Blaze (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Craig Blaze (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Leir (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
